,age,ed,income,debtinc,creddebt,othdebt,spoused,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,carvalue,commutetime,tenure,longmon,longten,tollmon,tollten,equipmon,equipten,cardmon,cardten,wiremon,wireten,hourstv,region_2,region_3,region_4,region_5,townsize_2.0,townsize_3.0,townsize_4.0,townsize_5.0,gender_1,empcat_2,empcat_3,empcat_4,empcat_5,inccat_2,inccat_3,inccat_4,inccat_5,jobsat_2,jobsat_3,jobsat_4,jobsat_5,hometype_2,hometype_3,hometype_4,addresscat_2,addresscat_3,addresscat_4,addresscat_5,cars_1,cars_2,cars_3,cars_4,cars_5,cars_6,carown_0,carown_1,cartype_0,cartype_1,carcatvalue_1,carcatvalue_2,carcatvalue_3,carbought_0,carbought_1,commutecat_2,commutecat_3,commutecat_4,commutecat_5,reason_2,reason_3,reason_4,reason_9,polview_2,polview_3,polview_4,polview_5,polview_6,polview_7,card_2,card_3,card_4,card_5,cardtype_2,cardtype_3,cardtype_4,cardbenefit_2,cardbenefit_3,cardbenefit_4,cardtenurecat_2,cardtenurecat_3,cardtenurecat_4,cardtenurecat_5,card2_2,card2_3,card2_4,card2_5,card2type_2,card2type_3,card2type_4,card2benefit_2,card2benefit_3,card2benefit_4,card2tenurecat_2,card2tenurecat_3,card2tenurecat_4,card2tenurecat_5,bfast_2,bfast_3,internet_1,internet_2,internet_3,internet_4,ln_total_spent
tenure,0.6120137497145587,-0.09507700575062518,0.23700293240505912,0.018607212159000432,0.14970600006294812,0.1816244596832238,0.15524534175535873,-0.10060449671391503,0.033578554023515894,0.010221745093875327,0.021992180449063346,0.00410528439797818,0.004154760227372182,0.007150954687555416,-0.01089638041047235,0.02880618163292187,0.20218638727760405,-0.019183161332538428,1.0,0.7161832693483382,0.7583466882716303,0.19174737897573405,0.454131723195737,-0.03568273623729532,0.2821048208311472,0.44676547043625664,0.7242753741819765,0.048119226696914194,0.27123006174224007,0.027339348748095803,-0.012300413912070362,0.0207631085079412,-0.019862162790756123,0.011733838142764168,0.008777166901801843,-0.012604909763566699,-0.024570025098345046,-0.005662023657682626,-0.009465907811892228,-0.17054505794242883,0.00902891621438919,0.15394633173717442,0.4683306591791672,-0.13405065123449228,0.03728875066781324,0.12993117354351283,0.17522880999781495,-0.07131495560344585,0.02394320590991517,0.12043621905945247,0.20960840457964217,-0.08045183143201214,-0.0022793573351905334,0.02866156130511708,-0.2812517173726041,-0.10344317847508155,0.15851409193642466,0.49116645675651943,0.000532776880537514,-0.008374263127222772,-0.008729192057203818,0.015542097533111823,0.027169873109147345,-0.03236914024479968,0.051137948334910206,-0.04612393431445029,-0.00936825529433434,0.006429184365250688,-0.1667261960715596,0.017223966056897525,0.19909866559257883,-0.009476587081585408,0.00686545588077075,0.011590596664905932,0.006790283145743265,-0.006047295240550562,0.001771868022611134,-0.00205850259244956,0.010583651713988755,-0.0032975607654381774,-0.003834363440385314,-0.0022440283436297643,-0.0030100856741799653,-0.03186436178566494,0.017412358035549552,0.015367700386836448,0.034035193470449525,-0.024361103816199735,0.015449231313171795,0.02994297555459372,-0.035054725207481964,0.014530288932489317,-0.003930688468795411,-0.006379753249054966,0.0030150347708761192,0.002639810459425662,-0.005885967134392564,-0.4955661524811965,-0.2737695094059249,-0.06419624021301532,0.8018112133190748,0.01162369248738739,-0.02488247233077969,0.02335925738409238,-0.042064406719088274,0.01558202960032028,-0.01632168457463858,0.012760079280539708,-0.0064555100829398705,0.006762115938056477,-0.010294066756115232,-0.5346390945826068,-0.21386707082612225,0.04744720800676844,0.7961950125030349,0.3423166639110852,-0.08563926891963758,-0.004025886249761382,-0.04565560010176803,-0.03913813366212614,-0.06313820044158046,0.050649938071657664
longmon,0.46866007996731823,-0.09737708401682497,0.19364870828845118,0.012265641205732971,0.12408035738509765,0.14145056125497218,0.12809802004493154,-0.06750255001537715,0.025221558506626055,0.013935450143087304,0.02550379840559178,-0.007344112159093095,-0.009180429002467048,-0.0006822167167629672,-0.005492588344782205,0.02247260044022568,0.16019703080532596,-0.00098726307041023,0.7161832693483382,1.0,0.9828907560738972,0.15640873215500364,0.35607480248157236,-0.042519982612977424,0.17357760110729722,0.41708603614308953,0.643779977761605,0.028290560886456647,0.18718298129923283,0.014973698736423282,-0.012918441929659028,0.021072889825075644,-0.00895851201702439,0.008876833890622757,0.00995599285968597,-0.006747914063057938,-0.010714457161334087,-0.007437410248852245,-0.027644096229122176,-0.17215482919488734,-0.05330430648312526,0.06943433415436802,0.4396605704218185,-0.1307910994132904,-0.0116877785041562,0.09748243580097436,0.16194316773370787,-0.06723152175868911,-0.006223625465006481,0.09191248473041191,0.1755973073191922,-0.06749195583978311,-0.006145906070194318,0.019814453647769004,-0.21385436175094896,-0.14682028770625652,0.05812714011263703,0.4502094110404681,0.005917101167705223,-0.003335599924407946,-0.011512478517743544,0.014666882411433843,0.019671988182673374,-0.020309573004830262,0.04638884414607586,-0.03578748195528731,-0.0004294788117335184,0.0030796649106957204,-0.10097454320707187,-0.02812807700984626,0.17141950144522894,-0.004369612046038055,0.007441486777770083,0.0047453268876625375,-0.0035535396977684455,0.0006995456041750031,0.013179193615965958,0.00020862364548382786,-9.630977790449446e-05,0.0028830254475954017,0.0015284693084578757,-0.00715088839427851,-0.009119681927262079,-0.012342499446117632,0.006425670513772325,0.019094670224085963,0.01465672011094767,-0.012030649248172938,0.012310425188079236,0.03563678213084211,-0.0356832209191333,0.00472257928294013,-0.0010977216436707038,-0.002545045427799483,-0.006111736809629757,-0.015019691661277186,0.0065964639766466675,-0.3055939781996287,-0.21356880617815444,-0.13071197749323762,0.5659018653977269,-0.002202039754558816,-0.01409166464967347,0.00901634013368964,-0.0073377743633632145,0.014716924862344579,-0.0071922814309574225,0.0035617583275050417,-0.0037400878121513835,-0.0054710704278844195,-0.00045991309760038285,-0.3346588966813956,-0.20588889464651167,-0.09362243063716563,0.6185230694788048,0.2640696520514433,-0.06605959073922249,0.008812308342105857,-0.03375552227411533,-0.025582965607852566,-0.05086163263580102,0.035958854088918815
longten,0.49963329456782196,-0.1038417476739205,0.19917825457937038,0.014389662265927968,0.12848464896598036,0.1474894429570996,0.12818584492620164,-0.08481435031599409,0.028922006030044276,0.01387998060206994,0.02557851143197486,-0.004363119247681907,-0.004572548817788938,0.0006023986097793449,-0.0027767472917053795,0.024795577762929847,0.1642190284065627,-0.004142188625073059,0.7583466882716303,0.9828907560738972,1.0,0.15943146223176433,0.37847571467117025,-0.04740884194065553,0.1816808928980623,0.43777817312096523,0.6842364831807246,0.02394234367554994,0.19540253711518665,0.010040768716601246,-0.011580917785087288,0.021126294455607913,-0.017085196219391655,0.009936748467874906,0.01046090453130672,-0.0034913844175037804,-0.01399664850352782,-0.01155711008243949,-0.025733087762441532,-0.1831779014614279,-0.05864930270784593,0.07536928307888309,0.4672430022466775,-0.13578883306564962,-0.007446728960411931,0.09785918149615248,0.16744485414317833,-0.07243182203740647,-0.007184900962915709,0.09616096684222815,0.1872398932801265,-0.0697877688316055,-0.007830611734326904,0.01906580506760592,-0.22007471379644777,-0.1523313143729387,0.05421009906583841,0.48099120277820434,0.004122550105850629,-0.0012264910142732145,-0.013868155028784891,0.017844779137597237,0.021437280754051973,-0.01848195794957038,0.05335526129118774,-0.04013088274683897,0.0013656017185260016,0.002586677887489219,-0.10177212284420681,-0.029609235079460457,0.17595187963949793,-0.004501681909913089,0.008972803436356383,0.001170925552424852,-0.0021385870528394307,-0.0007953312864430598,0.015099192542250502,-0.0021972998019256004,-0.0004989272301317601,0.0025299687945826653,-0.0002432118376177941,-0.006247713839315136,-0.008584190366693839,-0.016642707346766546,0.009341456187528466,0.018084133346142364,0.01815911227029774,-0.010920967936541301,0.012534448047164989,0.03309041345657386,-0.030896946790865402,0.00709129906334886,-0.005380847260514818,-0.0027144071212113585,-0.00336213520930562,-0.01348655114806532,0.0058638089517399185,-0.3029181136356288,-0.23603068134470923,-0.15256051194828313,0.5991824125045893,0.0015332765262085237,-0.014133399984809012,0.00675421799837129,-0.007883629716669638,0.01616131210759238,-0.009263084067384006,0.004131942803909505,-0.000980067915292996,-0.00446787275939646,-0.0010913855756940838,-0.33699067669485827,-0.2365692493614442,-0.1118362585045633,0.6611490935159688,0.28364546163908844,-0.07677663099099157,0.005892497987124182,-0.03392263327900593,-0.03069271520493849,-0.05564941955565347,0.03541393049015591
tollmon,0.10688663274412179,0.01866163520912674,0.23970507511535324,-0.008189192866318962,0.13483176870646107,0.16821375782178327,0.06472026047944068,0.019284127230660066,0.0034620993244475987,-0.02786021667086195,0.006702672188659153,-0.0058727157082056215,0.005102185281105043,0.008411631052039724,0.00568876701512378,0.008550608787748593,0.18908407572412733,-0.04002748357880764,0.19174737897573405,0.15640873215500364,0.15943146223176433,1.0,0.8836599372893039,0.117721470576096,0.1615341563327109,0.3449421182313992,0.26035592167350585,0.4669087043280978,0.4636674631291961,0.017786717266035694,-0.015631978565901483,-0.0048875867550480035,0.012102629224370609,0.007856574907092465,0.018399247925600378,-0.0023972985411594406,-0.0018640846351898163,-0.018619150388803067,-0.017373312767249145,-0.06562526628842155,0.018935442108754006,0.023170622474188315,0.1259498907213101,-0.0667730185568733,0.017924178974935295,0.10431758169521822,0.17946452863215703,-0.011902056203036644,0.005886145934383806,0.016637747886025983,0.05863153789887574,-0.05688762565541681,0.012543234182595784,-0.014751041422599462,-0.07332878460615104,-0.008473267686285372,0.03526638195314251,0.09774342795735302,-0.019317626258173768,0.0020368451455582705,-0.0007155889876447686,-0.0041668023465234105,0.015354797574032984,0.006497253397051901,-0.06860462577168575,0.04583712460957002,-0.019629968474173143,0.00951515894625435,-0.15894849313160192,0.043576316871862905,0.1484011312729521,-0.01889888330664475,0.009160521915657239,0.006546525221579763,-0.01836877739443347,-0.0009594093726990234,0.02995486194706829,0.0038125282468699866,-0.0038411133448289078,0.0023858424824264603,-0.008857968168103044,0.00228876585490743,-0.016718120868612955,-0.006106430351381825,0.0036225416609233173,0.011182090996874738,0.01763127959864669,-0.011838398454176923,-0.027423070874430192,0.03922868528927775,-0.01579448845372591,0.0016457446342357585,-0.0010071083062954615,0.009251942037724002,0.013782756736276353,-0.017859535966963592,0.0024593292717396144,-0.10423974086679463,-0.05036885843650269,-0.022281551577324542,0.16200487464206967,0.007317258533430188,0.004832723838944316,0.010360483416910435,-0.048767290467099836,0.011008438504535496,0.007740811514718399,-0.0059700164896516195,0.00045546400765914696,0.0008069370203162027,0.012427998558323066,-0.11380866537595018,-0.04833079148843639,0.00861698266776405,0.16192524597794344,0.06293229818673167,0.0033817819386596317,0.0009565007599046908,-0.02626687502724104,0.002504395324266105,0.0018920627405654715,0.0737997629715944
tollten,0.26332843584054133,-0.013008312611786399,0.2857818993359709,0.005262020557587284,0.17079212605000632,0.2059178315164413,0.08933903286656011,-0.026685408492883658,0.019926671899768746,-0.015607446230737268,0.012593517354668982,-0.007553765306816517,0.00898306453089362,0.01243339448696371,-0.0011820049278146029,0.02203018949507865,0.2238089632324801,-0.038166732328772525,0.454131723195737,0.35607480248157236,0.37847571467117025,0.8836599372893039,1.0,0.07536186151269265,0.22421474827776514,0.3415922889585698,0.43053981987690026,0.38005189503880277,0.5169235618992095,0.01997799788331964,-0.018955079186538343,0.002994153120672496,0.014187533446034808,-0.001320550300896852,0.016180732953553937,-0.004123218215845455,-0.00485576031058877,-0.01888786589048657,-0.012014988952568154,-0.11236925943656051,0.013327763780424988,0.048586248761916404,0.25685992761374116,-0.1026702173341125,0.024606504072192233,0.11733512429858446,0.21953331833961667,-0.03762589826501737,0.013173565382406346,0.046129435083885756,0.10870640475524106,-0.0671638650090591,0.006930543429302042,-0.008597227366884928,-0.13852584583292463,-0.046052682680279206,0.060554856605976475,0.237130791720548,-0.021591424800583698,0.0020507264722169826,-0.005692762750976162,0.007703176990018827,0.02213283066637225,-0.002142344240015444,-0.046009866919247626,0.028378753669237845,-0.018735517252076794,0.009884352572964626,-0.1794059155300765,0.03456760345137911,0.1879577433954783,-0.023024480542625764,0.014871876190671896,-0.0022230187617776893,-0.015659917776335405,-0.004152209989729997,0.029701855780887035,0.0023662136468060742,0.0019381660806616632,0.013995663055477548,-0.012601268053527164,0.002364209474400278,-0.01184645101621579,-0.01974436866967986,0.004896989135131605,0.018592641428633146,0.030809411958895572,-0.009052605149034368,-0.013324072369426933,0.03570687854791322,-0.021795029218630524,0.010046141365796195,-0.0031028187658913237,0.00833958121420818,0.021036265433264766,-0.01918019284842911,-0.005053677130102336,-0.210948753716818,-0.14053811903150376,-0.05723662546566566,0.3726411322762348,0.007798828981243748,-0.007907292329340752,0.01259066999803119,-0.0387179071903509,0.023425141726709658,-0.0036125914649907053,0.003027700388989289,0.0029450891798790467,-0.0052623884596419935,0.007314494042072767,-0.2331120606585981,-0.1258630735587661,-0.005328743992768203,0.3818542484442823,0.1502965137268092,-0.026723263667380506,-0.005415384166645338,-0.035818009776541405,-0.0037369008442780815,-0.0131516721148629,0.08455369405243594
equipmon,-0.10421186967228988,0.448759482280476,0.1120478405460408,-0.001188450010972749,0.06093081211350858,0.08095604061900548,0.06542215734513175,0.02422868083819048,0.02814429006470061,0.007524522081982881,0.0065680079862773235,-0.017201544300625038,0.01052708066705665,0.027445456321377525,-0.00403956789751603,0.02198746822126819,0.089403842287023,-0.004947479650921725,-0.03568273623729532,-0.042519982612977424,-0.04740884194065553,0.117721470576096,0.07536186151269265,1.0,0.8291856473405169,0.0473549714336748,-0.01071671212842723,0.580153691072011,0.46493947300352345,0.013358936038960332,-0.01831985501437144,0.0020556610753678603,0.021887236539458028,0.012973305283814867,0.021572230010246614,-0.00644305689368619,0.0035807439966559435,-0.0042134631913430184,0.004848973903388582,0.027521804950470522,-0.007223284563504302,-0.012735053190855088,-0.10197548277617635,-0.018966281180943848,0.028705468546327773,0.058584781030943646,0.07200397355016913,0.022955917366527766,-0.022145373635869554,-0.04106601264384964,-0.014572914909393884,-0.02843737745132527,0.01895919547893575,0.012879416023601844,0.04718534376881577,0.05648766993577673,-0.02425338968375212,-0.06890947998241745,-0.007730402279020297,0.011501691713090156,-0.011432923923206913,-0.011493885277575507,0.0016198013096609045,0.025671678351333518,-0.04733835340503085,0.03247308314824009,-0.012522429715416089,0.006285222730466443,-0.09063398014807332,0.03782195571771793,0.06887384099775229,-0.010546263091058957,0.004476081277000917,-0.002051854914200005,-0.016525555918905137,0.021815416194334223,-0.0028998981472548088,-0.000405065312569003,-0.01669306937308376,-0.00798576253046468,0.016610520138678368,0.016021832505429757,0.017766337607750756,0.00859769205698436,-0.022766051545677398,-0.021030212639739924,-0.023482900226650904,-0.05021988073620549,-0.07544573953196552,0.10109441420288087,-0.0645837217941818,-0.028362776579101783,0.015723740726854788,0.004816418666954302,0.028463701160706303,-0.027019427004122163,-0.0037280881288464006,0.02532345796140079,0.025243269721436524,0.045505127252772115,-0.05888617924367598,-0.013667243972081126,0.0009821134438521618,0.01973636741257766,-0.08446756896322913,-0.006908463712043022,0.0022608911054283515,0.003591822510147484,-0.0034443714455329663,0.0023223436385540943,0.0023087196914421695,0.02313702797652224,0.035544929275288115,0.023417886882797483,-0.05409503779816511,-0.06580191508188887,0.05191572303204224,0.002107820088379226,0.18143574273918658,0.22905384873117104,0.42752408876792136,0.06965890259779323
equipten,0.0915525392160985,0.34385390208067235,0.16440493796174277,0.011433448409846931,0.10335994151047516,0.12505712692710833,0.10897200522347482,-0.006145500389152009,0.02607862390591507,0.009693531247298966,0.01685355400368164,-0.026650976820753427,0.007631160708148094,0.030549264672140093,-0.0063308718667813265,0.019648275875862778,0.12825234560711785,-0.010425860747546553,0.2821048208311472,0.17357760110729722,0.1816808928980623,0.1615341563327109,0.22421474827776514,0.8291856473405169,1.0,0.14969159077360567,0.20575528330689816,0.5117767778957985,0.5902913462725352,0.021843404272107656,-0.029051998395280377,-0.008041356139910803,0.022501974130560962,0.009729178250227595,0.010051102288759623,-0.006736668411474444,-0.009003677768467533,0.0001976861952341207,-0.003416378758433567,-0.013037072389474266,0.0157072625579603,0.05414222650983088,0.031261985331424436,-0.061606467588073185,0.03542271768479819,0.08266071720225056,0.11327644811802408,0.01104780772302409,-0.009239454718015322,-0.002316341619726147,0.054664336006696464,-0.0445758064520896,0.020382138283140616,0.02115790282453197,-0.06057229160780016,0.024678867096293907,0.03899667752528892,0.0752488842362217,0.004523880132087847,-0.0019675809740304336,-0.01288663288588606,-0.007946859841509784,0.02026433465351205,-0.008832697779621135,-0.03261225676786629,0.018084420733391518,-0.008271066963827093,0.00019166236875812695,-0.12184236520473765,0.03522732990450721,0.11122455122094199,-0.012421790894951866,0.004511477372532986,0.00741971301894067,-0.009685430561450365,0.023202561195083817,-0.007639685398709844,-0.010320045936738891,-0.007372243105704709,-0.01359914688518274,0.020326099119826822,0.0058224333626655245,0.011417774247116005,0.0035596258995993775,-0.010406045759327355,-0.02025078694718113,0.0006587959083134528,-0.04046350486168763,-0.05497175979338682,0.08043439881389974,-0.05955895379683696,-0.02489391306573511,0.014084485588332873,0.0038210507353719893,0.03035692530725226,-0.019159665827749684,-0.01103370734467465,-0.14480748593523088,-0.06219632678308814,0.021026135375162215,0.2001411581008336,-0.011121595233302407,-0.0031308698294330362,0.01896111312971346,-0.07706411587483475,0.007203393301689635,-0.0067599490993918675,0.0083791743376887,-0.009307614732814946,0.0002700251289264444,0.0026575657373039143,-0.1571462726401661,-0.037239721770201545,0.04869398332627677,0.19499344173215435,0.05046161047501324,0.009125512702914389,0.008418989064703244,0.14587377955901537,0.1682878763997002,0.3043118997988291,0.08044954682835542
cardmon,0.2947741512046718,-0.03990923145042959,0.16496886710135972,0.012167179006994305,0.1036004988906628,0.12268362780398964,0.08445339195509503,-0.03534490348415579,0.009325382473004611,-0.011344857971119967,0.00798389088601804,-0.01367639749773878,-0.001679494053705212,-0.004158907823552737,0.01647513771716628,0.010817432745247615,0.14254809594789158,-0.02079124723807934,0.44676547043625664,0.41708603614308953,0.43777817312096523,0.3449421182313992,0.3415922889585698,0.0473549714336748,0.14969159077360567,1.0,0.8483793954500499,0.21852262775551776,0.23352028483849482,0.01307335835910545,-0.007250166507706456,0.01860333603688612,-0.021235586804610945,0.026872170757216495,-0.016055649599815664,-0.004486998054451472,0.008331731639089792,-0.014471288152163501,-0.022725688723300053,-0.13072139271136451,-0.002240620467443405,0.06389101136923336,0.2702304456003528,-0.09853557558717611,0.025003300665749125,0.09357433118874676,0.121341954918026,-0.05001888286609339,0.001237742202596422,0.04998644169174565,0.12946837972744818,-0.04426003267066977,0.007831087284894145,-0.015551292307488258,-0.1459293079742599,-0.07929278641116898,0.048004118836297745,0.2702106487779762,-0.004592395599631386,0.006225244535464695,0.013361457928798098,-0.010369598736652639,0.02056430703605403,-0.008207238717974954,0.023867294760110385,-0.006869117876276178,-0.0009788992095731348,0.012527331227611916,-0.09937274686930817,0.013960972545144125,0.13207745328951057,0.027379107932229807,-0.016665987151113195,-0.0005696875065829158,-0.0143697469297999,0.0016720876104933794,0.023085783269792694,-0.00909047896645409,0.007424517489344889,0.01140330784903463,0.0047605065865417035,-0.0037138913342094973,-0.010804409350474194,-0.013846923454787621,0.013266017640822934,0.0047819333227655525,0.014920104406960536,-0.0071970622284032015,0.0013617125122395023,0.0319412916207951,-0.01944134985141277,-0.007851360359082684,0.00038900866166480236,-0.012256311708502443,0.0005701824444367243,-0.017269623049708194,0.00735202760954213,-0.1845572149986613,-0.15582163897806253,-0.10140248248753338,0.3775761242260697,0.0015924317906392824,-0.005051476823369171,0.0026651295931054155,-0.019098866784683578,0.009577016060674928,-0.007533592254291159,0.006416932538403477,0.0031498092224032785,0.0028835474459447457,0.0030507798676743755,-0.21371846795874588,-0.1608838359737429,-0.0488057142538225,0.40471649142734567,0.1653267645489641,-0.04476414159092186,0.013003069165172179,-0.031747965372417974,-0.022800609247310335,-0.021151632997222437,0.01513186022775726
cardten,0.4632267567088965,-0.08015318416019321,0.19701194267089295,0.015835685170789354,0.12133817938511404,0.14705504970260747,0.11157713794182578,-0.08125774050549694,0.018373454273357383,-0.0022508114183453095,0.01956378842446583,-0.0026832378841332026,0.0054315420427435875,-0.0023887725423040944,0.007240604586116144,0.01489412944292774,0.1656491003599579,-0.0166739797181417,0.7242753741819765,0.643779977761605,0.6842364831807246,0.26035592167350585,0.43053981987690026,-0.01071671212842723,0.20575528330689816,0.8483793954500499,1.0,0.11916794090972846,0.26740502893109713,0.010553284655383261,-0.007888195200641606,0.010979166603624062,-0.016863884917047326,0.02980118078943123,-0.012406999330267812,-0.005412835100202812,-0.0014158934385364059,-0.009106778872540982,-0.018585143588955754,-0.17460422641440076,-0.015043960265172001,0.09049205225070472,0.40812481223167524,-0.13745421472967997,0.03107548015168229,0.10262113336122533,0.14917545840668006,-0.0695211767552769,0.002665558527840665,0.08450013341264495,0.17936252169235808,-0.05626837174911317,-0.0009643072040113227,0.0023341912945889845,-0.215588539760634,-0.11955048117205624,0.07701007964386727,0.4205382184665515,-0.008119570136596383,0.0018726921938131491,0.008627027460972622,-0.003829070023014569,0.033207691114015406,-0.01958306112733441,0.04814018046310638,-0.03293861768953303,-0.0010121978588591828,0.007468848566261747,-0.11768423465250341,0.005319750426785494,0.1598740611615842,0.014292305885387076,-0.008245572909909054,0.00023466543832933914,-0.007159670712403685,0.0022637060254982262,0.012695397286745572,-0.012467843797078769,0.008629981112372453,0.015785496914044263,0.0025372344291418668,-0.00656123325254491,-0.006106374016558321,-0.026480810001907967,0.02065673971819645,0.012583753054854424,0.034277396647564976,-0.012547975096795606,0.008362921746076718,0.031157919254925684,-0.019460033937129306,-0.002562991543392039,0.0038523658367000534,-0.012752428985084495,0.001117991300200354,-0.015477949533477574,0.0005328125261525524,-0.30514820635814544,-0.22894977806642203,-0.1383940324842619,0.5914393960560971,0.00802959027989224,-0.011561872943133265,0.003917899227946396,-0.014881720868918943,0.01989883089055637,-0.016583577511853468,0.004842768576800961,0.009209852179635254,-0.005785347684318585,-0.004886488504492028,-0.3396019700243254,-0.22593468101405034,-0.07515977571526533,0.6340941551835035,0.2581159328777954,-0.07331065183603908,0.007043148562493076,-0.033798377017606775,-0.03555152705032592,-0.050724223080529034,0.02644318240889194
wiremon,-0.025350135007038168,0.34647571312466124,0.21510101903281273,-4.1161946421042374e-05,0.11288936070840377,0.162845068050018,0.07296551751994212,0.018642506164357222,0.02024803137872396,0.001989930630379866,0.015001461142731995,0.002242983153618443,0.0055165750813291675,0.023794973721855656,0.00955971284114291,0.01106150231890864,0.16364019481985176,-0.0031989386011689333,0.048119226696914194,0.028290560886456647,0.02394234367554994,0.4669087043280978,0.38005189503880277,0.580153691072011,0.5117767778957985,0.21852262775551776,0.11916794090972846,1.0,0.8776455523727648,0.005339915973581411,-0.016565031591894642,0.0009198483730278713,0.025123122522879474,0.01317438818457298,0.009453496496023554,0.010395136030180817,-0.004917774949084597,0.00027133338548406466,-0.017111620573970004,-0.011869332392628511,0.02707650677088958,-0.007381254227219149,-0.014372912134709669,-0.05694733878577527,0.039174445246527606,0.10215873621837275,0.14318809291210693,-0.0010993003553468588,-0.011975884791963307,-0.010456482331850774,0.015080743365336416,-0.06052878532258853,0.026192376961905225,0.0015384979325274634,0.0006665801650709367,0.026559561713206337,0.0045135038636410834,0.002176578435808587,-0.0023722264786105135,0.016827507357152327,-0.017817287712506534,-0.021363883903745967,-8.412155027276047e-05,0.020796014006255227,-0.08305290871248301,0.05752964504855266,-0.019315647822374264,0.008856646532771484,-0.15895355101428357,0.06182676771609255,0.1266880853210133,-0.006286761465276866,-0.004544002889466053,0.011026929338102844,-0.006257240613403895,0.02072346297306583,0.020399871610344327,0.0066262012378392075,-0.010021802601988464,0.0020736969544518412,-0.0030018382190335298,0.009561508645148641,0.013369134420173985,0.0019866389787557524,-0.013866650718027515,-0.021794721289824955,0.0011768555585567944,-0.052652666179512295,-0.06225264019574033,0.11049074717595589,-0.06065377430706291,-0.014707299494481218,0.02317155780885455,-0.012391198726066541,0.026852561380677712,-0.012812478931095448,-0.028571006174414604,-0.0364949569956962,-0.007443747421181643,0.03185431387524273,0.030909019510651035,-0.02182230242849536,0.0035463129448041453,0.01593594474026563,-0.060003366184416554,-0.005665140407166189,0.004244230041188196,0.004007255413741725,-0.0038022058897829052,0.014819599534179917,0.004373928876818317,-0.03808396895289636,0.005633166401849953,0.032212295822864376,0.02657414686359682,0.004758272415564741,0.025266453733102212,0.009193157321145782,0.11733642279298849,0.11858959113135428,0.3296507598761858,0.08780871984645693
wireten,0.10872173516238554,0.2649672237016721,0.2530342240997137,0.00898164917786811,0.14252410415364036,0.1943146364113744,0.09940479651366252,-0.008785035796739983,0.021219408546663966,-0.0001983630098536731,0.023299536406855066,-0.009973185516185054,0.00690514670697561,0.026747102078151237,0.001672521575145645,0.01421853762355801,0.19063633412507316,-0.01158556277216681,0.27123006174224007,0.18718298129923283,0.19540253711518665,0.4636674631291961,0.5169235618992095,0.46493947300352345,0.5902913462725352,0.23352028483849482,0.26740502893109713,0.8776455523727648,1.0,0.006764503927862322,-0.020398217311428303,-0.00955170512985018,0.0212972998149873,0.014726560925839367,-0.0014884785567364385,0.003514034764102445,-0.014170904655509374,0.002793371424137209,-0.012747834325452538,-0.041109968438022414,0.032977153633980315,0.030047472655481553,0.08725450301000606,-0.0896903199091686,0.04169565914066438,0.11239517926826491,0.17634525968241385,-0.008870560534443857,-0.006116720873260396,0.010579469348563906,0.06118347834582336,-0.06296377118700645,0.016361845061470672,0.012899101294873,-0.07539554529304249,0.00012511747918453325,0.03731038378020872,0.11408503732857599,-0.0016346733731657979,0.013304540857566894,-0.022095677108175817,-0.012623314778371477,0.01504075108906483,0.008022289143635442,-0.06986767861161898,0.04820359315538313,-0.009097160883827034,0.00010808924104417922,-0.170851319031575,0.0528879833983485,0.15501865693474393,-0.008891524164055404,-0.0001931886141399228,0.007205998110930559,-0.0022622957381170186,0.012816164734278717,0.018511943504203182,0.003432330330842947,-0.00046387935416758084,0.004215375123295688,-0.011293249055066094,0.0040477013204740795,0.01650165587102757,-0.011381063048139486,-0.012254746575982892,-0.009598384650193992,0.02141897900335149,-0.041455460792027894,-0.04455726200204703,0.08885857454482674,-0.05226013391957998,-0.00256346805560908,0.021085932941659568,-0.01912825252143683,0.025591095180212922,-0.005663248796806181,-0.03353541429227389,-0.14008435934119398,-0.08133497961063732,0.0010734665064529633,0.21571294103375266,-0.016369422986435952,-0.009365035349738596,0.0184773078830389,-0.05107776378044389,0.0003549727026708348,-0.005387968864326508,0.008060194911262489,0.0006804509507425475,-0.0005888191339893562,0.008667655285860571,-0.1535789244178572,-0.05991316043458163,0.03840351024900202,0.20751278362688522,0.08301712247411347,0.0016908195388509813,0.017613133580910604,0.09653859864981061,0.07841031092223048,0.24072267830919086,0.09768947925455694
